,trna.rep.1.tp.1_0,trna.rep.2.tp.1_0,trna.rep.3.tp.1_0,trna.rep.1.tp.2_0,trna.rep.2.tp.2_0,trna.rep.3.tp.2_0,trna.rep.1.tp.3_0,trna.rep.2.tp.3_0,trna.rep.3.tp.3_0,trna.rep.1.tp.4_0,trna.rep.2.tp.4_0,trna.rep.3.tp.4_0,rbf.rep.1.tp.1_0,rbf.rep.2.tp.1_0,rbf.rep.3.tp.1_0,rbf.rep.1.tp.2_0,rbf.rep.2.tp.2_0,rbf.rep.3.tp.2_0,rbf.rep.1.tp.3_0,rbf.rep.2.tp.3_0,rbf.rep.3.tp.3_0,rbf.rep.1.tp.4_0,rbf.rep.2.tp.4_0,rbf.rep.3.tp.4_0
VNG_0156C,8.65,6.71,8.28,10.50,11.53,11.00,29.45,39.18,33.60,28.01,49.71,33.23,144.21,58.86,45.42,81.83,32.02,42.66,51.18,80.84,28.29,33.58,35.01,48.92
VNG_0157G,1.75,1.93,1.45,1.70,1.85,1.92,9.72,1.43,2.30,1.15,2.32,3.78,43.50,78.67,90.82,135.42,92.74,119.43,24.70,32.52,47.80,24.31,50.70,23.61
VNG_0158G,31.33,29.15,28.79,29.91,32.58,31.76,43.08,43.05,34.61,17.75,24.58,18.81,11.88,20.88,21.37,15.40,28.13,5.62,16.86,8.88,37.28,11.06,0.00,0.00
VNG_0159G,9.63,8.41,9.54,8.78,10.54,8.89,20.97,21.13,17.48,13.65,19.21,16.52,20.19,17.75,19.99,13.09,11.96,26.28,7.17,7.55,31.69,28.21,24.51,13.70
VNG_0160G,9.91,9.21,9.32,14.17,13.69,12.27,38.70,47.02,36.69,13.80,17.66,14.23,56.27,58.42,56.71,36.49,26.65,51.49,37.27,30.84,55.93,34.94,54.64,71.26
VNG_0161G,2294.64,2369.38,1887.64,1827.96,1977.71,1223.02,3136.48,3992.57,4702.46,7629.70,7769.36,7764.43,24.74,43.49,38.58,42.78,39.06,66.35,11.70,12.33,12.94,0.00,8.01,44.76
VNG_0162G,696.09,775.98,612.58,531.76,656.27,403.52,1381.12,1341.27,1817.53,2941.65,3240.51,2963.02,201.80,244.98,294.56,269.01,209.10,241.43,270.53,201.10,329.91,203.63,293.94,319.47
VNG_0163G,31.08,29.77,26.10,26.07,27.08,24.16,28.05,22.63,22.29,9.29,13.05,11.52,126.43,122.35,88.34,101.29,114.50,91.52,153.07,152.86,288.90,159.33,90.28,333.03
VNG_0164G,6.18,5.56,6.34,4.45,4.33,4.38,9.32,6.13,5.52,3.06,3.41,4.10,32.89,33.04,31.57,35.55,38.95,41.51,46.68,24.58,25.81,51.06,74.52,0.00
VNG_0166G,428.77,375.04,386.64,335.72,337.07,355.76,375.83,330.65,251.23,206.11,219.66,235.02,208.04,237.15,207.36,207.57,142.14,128.76,204.44,299.01,251.17,491.91,264.19,564.60
VNG_0167H,125.43,93.02,99.28,82.12,78.27,51.03,59.34,117.67,94.95,144.01,163.83,119.46,1888.14,1264.65,2038.75,1632.64,1863.33,1489.44,1786.73,940.78,1975.59,0.00,611.18,1708.07
VNG_0168H,53.11,44.56,40.33,35.42,41.59,37.17,78.15,65.89,84.74,68.76,84.31,68.35,231.56,478.70,397.48,462.06,274.22,328.79,328.68,372.76,629.01,514.33,674.59,966.81
VNG_0170C,27.71,18.04,18.97,15.19,16.00,16.25,22.13,22.75,13.12,27.84,29.19,26.67,54.22,13.62,0.00,0.00,0.00,25.66,0.00,0.00,42.55,0.00,52.66,0.00
VNG_0171C,3.14,2.71,3.48,3.75,4.08,3.31,28.88,5.12,5.67,5.16,8.06,9.11,17.20,73.43,80.47,33.46,91.65,73.26,24.41,89.98,121.47,32.04,0.00,46.67
VNG_0172G,11.07,9.88,8.72,7.00,6.67,6.85,10.70,3.36,3.17,2.11,2.74,3.59,18.78,13.21,14.87,17.05,2.22,21.33,10.66,8.42,20.63,7.00,10.94,40.77
VNG_0174G,50.46,47.71,48.33,53.74,41.06,53.70,19.96,22.81,18.34,7.00,8.56,8.62,25.30,19.06,30.35,35.54,22.47,31.93,41.89,6.30,23.16,27.49,36.85,11.44
VNG_0175G,114.94,116.02,117.27,115.97,103.62,138.96,76.26,95.17,87.51,52.25,58.71,59.92,36.94,64.95,73.13,83.85,43.75,87.43,52.44,55.22,231.93,481.76,251.12,1403.64
VNG_0176H,10.29,8.89,10.16,8.86,8.88,9.20,31.54,23.44,31.25,253.60,324.02,261.17,166.25,250.54,221.40,140.16,187.04,196.72,94.39,37.28,39.14,108.40,16.14,45.12
VNG_0177G,2192.11,2053.97,2115.48,1879.75,1611.23,1899.64,330.00,471.95,334.45,187.48,180.87,155.21,0.00,5.78,8.28,44.78,13.63,32.68,0.00,34.40,18.06,0.00,0.00,0.00
VNG_0178H,72.10,61.29,55.60,61.87,61.02,52.80,47.56,65.42,52.21,31.22,34.90,27.80,0.00,17.35,8.29,7.47,40.90,10.90,0.00,8.60,27.10,10.72,0.00,31.24
VNG_0179C,71.84,58.86,59.20,38.52,36.95,37.67,48.44,44.31,42.48,32.27,31.40,36.22,0.00,12.85,13.81,0.00,22.72,6.05,18.15,0.00,10.04,0.00,12.42,0.00
VNG_0180G,2.92,4.00,5.36,16.04,14.21,15.28,69.50,92.18,121.88,32.65,35.18,31.51,14.39,28.91,51.79,37.32,25.56,47.67,20.42,96.78,33.87,0.00,13.97,0.00
VNG_0181G,40.00,35.57,27.88,25.45,36.07,23.82,62.44,34.09,29.42,24.41,29.06,30.05,43.58,43.79,31.37,9.42,25.81,75.64,0.00,86.86,45.60,13.53,56.43,78.85
VNG_0183G,305.98,265.14,213.65,252.32,266.93,174.13,188.34,205.12,119.14,126.98,107.66,101.64,28.64,17.98,25.77,9.29,16.96,13.55,40.65,0.00,67.42,13.34,13.91,0.00
VNG_0184H,14.79,10.96,11.74,9.50,9.17,10.39,7.64,10.14,6.89,2.89,5.69,3.35,190.01,198.85,182.37,154.03,168.76,209.84,134.85,130.18,186.38,132.74,169.13,128.91
VNG_0186G,190.33,179.57,143.32,163.03,178.75,140.01,116.96,140.36,111.34,28.26,36.56,30.81,40.31,111.37,116.07,52.28,35.80,62.01,28.61,37.66,31.63,56.32,78.29,82.05
VNG_0187H,38.46,32.30,31.38,22.86,23.14,27.16,23.51,18.66,14.96,16.33,21.71,19.17,417.95,529.08,367.05,574.62,534.55,419.38,71.19,162.43,223.03,15.57,97.41,0.00
VNG_0188H,2.93,3.09,2.72,3.01,3.08,3.19,13.53,5.96,5.69,3.93,4.64,5.58,30.47,70.78,71.27,74.09,49.61,86.52,86.49,62.62,95.63,106.41,96.15,165.36
VNG_0189C,8.82,10.27,9.81,6.96,8.09,9.02,49.47,8.28,11.51,6.88,7.76,11.22,72.48,141.99,140.86,131.60,107.28,120.06,72.01,108.33,113.75,67.51,140.76,255.70
VNG_0190C,71.26,63.84,55.81,38.87,38.85,44.02,37.87,11.57,12.31,6.41,7.40,9.98,353.49,547.52,479.23,794.71,586.06,596.74,434.86,449.13,758.22,702.43,274.62,991.32
VNG_0192G,2596.09,3224.66,2773.08,4266.54,5398.39,3809.05,10451.30,8256.23,10899.45,10559.03,10247.96,10503.05,58.12,58.39,69.73,18.85,57.35,45.85,0.00,28.96,7.60,45.11,18.81,52.57
VNG_0194H,29818.83,40627.53,33453.42,52166.78,65021.55,45650.38,148422.55,103159.63,126178.50,134035.90,115207.30,118272.07,2092.07,656.83,1694.22,678.37,929.06,1485.28,8166.31,781.80,1231.30,4871.74,3555.26,1419.42
VNG_0195H,275.64,248.95,208.81,248.24,210.88,202.61,152.90,295.17,201.94,219.82,180.30,153.99,74.78,75.13,107.65,96.99,66.41,53.09,0.00,55.89,117.36,0.00,0.00,101.47
VNG_0196H,69.04,66.10,72.87,58.70,48.27,64.66,83.35,26.55,26.62,8.17,10.32,28.71,128.10,96.52,0.00,0.00,0.00,121.26,0.00,0.00,100.52,0.00,0.00,0.00
VNG_0197C,71.80,58.64,55.27,59.65,51.59,55.61,37.65,59.01,46.49,14.64,23.17,15.94,140.97,117.12,93.67,70.33,109.16,97.52,184.71,145.89,136.16,171.71,147.43,206.01
VNG_0198H,0.83,1.13,1.32,0.84,2.10,1.93,8.21,2.08,2.89,1.68,2.35,4.72,76.73,57.81,20.71,24.88,68.15,36.32,54.45,0.00,0.00,0.00,0.00,0.00
VNG_0199H,4.17,4.89,3.88,4.82,5.88,5.99,16.12,8.26,6.77,3.08,3.53,3.86,106.55,53.52,95.87,0.00,31.54,50.43,378.10,119.45,167.23,148.87,155.20,144.58
VNG_0200C,0.90,1.21,1.36,1.16,1.39,1.15,5.40,1.84,1.30,0.99,1.20,2.28,18.82,14.18,27.09,48.82,66.86,53.45,26.71,70.33,73.84,0.00,36.55,51.08
VNG_0203C,0.68,0.63,0.98,0.57,0.79,1.15,6.28,1.99,1.54,1.01,1.75,2.41,40.63,3.40,14.62,8.78,8.02,19.23,0.00,0.00,10.63,37.84,13.15,36.75
VNG_0204H,0.75,1.19,1.37,0.67,1.35,1.77,8.84,1.26,1.96,0.99,1.88,2.67,0.00,12.96,6.19,22.31,0.00,8.14,24.41,12.85,13.50,0.00,0.00,0.00
VNG_0205H,0.68,1.46,2.50,0.35,0.88,1.73,8.54,1.04,1.61,0.99,2.59,2.62,0.00,24.41,104.95,0.00,0.00,46.00,0.00,145.29,0.00,0.00,0.00,0.00
VNG_0207H,4130.49,5137.97,5069.25,6117.76,6469.78,7427.04,14490.46,8363.53,9946.44,11503.29,10990.95,11158.33,0.00,0.00,41.23,0.00,33.91,27.11,0.00,0.00,0.00,53.35,55.62,0.00
VNG_0208H,2908.75,3329.88,3472.05,4507.90,4648.82,5227.92,10040.78,6234.43,7301.69,8356.42,7949.57,8500.20,36.04,9.05,12.97,93.48,0.00,0.00,0.00,26.93,28.28,0.00,0.00,0.00
VNG_0209H,2619.13,3290.63,3446.18,4222.45,4526.83,5228.06,9680.48,6249.01,7127.66,8196.54,8539.30,8653.39,21.53,32.45,19.37,27.93,0.00,15.29,15.28,16.09,33.79,20.06,20.91,29.22
VNG_0210H,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VNG_0212H,117.49,133.45,143.46,207.26,213.42,218.89,668.34,406.30,392.78,226.31,192.37,229.59,79.17,63.63,91.18,123.22,93.75,52.46,112.38,142.01,124.25,58.99,138.38,300.80
VNG_0213H,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VNG_0214C,22.66,40.26,36.02,17.18,30.63,35.39,146.48,12.60,39.97,14.47,17.66,40.80,78.23,63.86,7.04,76.10,34.74,46.28,27.76,14.62,30.70,36.43,18.99,0.00
VNG_0215C,8.06,11.54,10.63,8.67,10.97,13.02,56.70,13.18,25.22,8.47,9.57,13.92,302.75,148.28,145.74,186.52,114.28,139.71,198.75,192.33,207.88,222.08,169.05,256.76
VNG_0216H,1.78,13.48,13.18,4.58,9.32,14.81,81.76,21.87,46.62,13.66,13.69,31.53,0.00,377.00,90.04,0.00,0.00,0.00,355.09,186.97,0.00,466.04,485.86,678.92
VNG_0217H,30.00,40.17,34.73,29.66,31.76,34.80,109.12,27.55,35.60,22.23,19.16,34.24,21.37,16.10,7.69,13.86,37.97,50.58,60.67,0.00,0.00,39.82,41.51,58.00
VNG_0218G,0.74,1.01,1.61,0.94,1.64,1.49,16.07,2.49,3.25,2.97,4.34,5.09,68.31,45.23,67.06,48.33,18.39,35.27,26.44,27.85,24.37,17.35,6.03,0.00
VNG_0219H,26.98,23.83,24.41,34.08,41.73,33.65,73.69,113.41,137.92,33.15,68.66,37.83,0.00,31.57,18.10,16.31,29.77,0.00,71.38,37.58,19.73,0.00,0.00,0.00
VNG_0220H,25.17,25.90,23.42,38.78,38.69,32.92,81.26,110.42,124.87,36.64,59.69,41.24,0.00,6.06,26.05,15.65,28.57,22.84,0.00,18.03,18.93,22.48,0.00,0.00
VNG_0222C,13.59,12.92,12.61,19.04,22.18,18.22,47.13,56.71,69.62,17.35,31.52,20.22,33.82,25.48,21.30,43.87,35.05,40.02,0.00,6.32,13.27,7.88,16.42,22.95
VNG_0223G,8.89,10.38,8.71,10.58,13.90,9.73,29.10,21.50,18.30,9.93,14.13,12.39,71.26,56.68,85.49,100.13,84.39,151.77,134.86,44.38,130.48,11.06,34.60,64.46
VNG_0226G,37.08,29.95,31.01,29.62,31.78,28.24,58.67,65.06,59.22,65.16,75.84,69.54,784.37,668.80,783.79,1265.00,1032.77,1128.40,952.22,1257.31,1870.88,365.31,250.56,616.21
VNG_0227H,351.38,297.37,274.01,434.68,373.08,319.77,542.21,1180.00,1136.93,549.48,619.13,491.55,1239.34,996.11,847.53,723.36,733.83,821.22,527.75,648.39,1653.35,1385.29,1323.86,3363.45
VNG_0228G,131.43,109.14,101.62,79.42,89.59,70.64,63.88,62.03,48.15,53.11,48.24,51.37,51.14,32.11,18.41,82.92,15.14,12.10,0.00,19.11,80.27,0.00,0.00,0.00
VNG_0230C,52.69,45.91,41.86,35.23,38.08,28.32,32.24,28.32,20.49,24.18,26.92,25.70,85.83,102.40,121.64,104.37,73.06,137.11,60.92,80.19,75.77,54.96,46.88,101.91
VNG_0231C,65.84,48.85,49.60,78.22,70.82,59.13,83.48,152.16,114.40,78.41,79.08,48.90,475.27,552.66,405.48,410.96,250.15,466.56,24.99,78.94,55.25,49.19,34.19,47.77
VNG_0233H,2634.46,2341.38,2331.84,2372.85,1937.20,1917.74,771.98,1968.27,1670.68,827.72,879.97,756.37,1973.33,991.28,710.25,1386.37,876.33,466.99,2334.19,2458.08,2451.87,2297.62,958.13,2231.43
VNG_0234C,1867.97,1768.19,1726.41,1564.84,1510.15,1563.97,1192.93,1375.88,1220.72,723.34,745.85,799.55,101.22,152.54,109.29,131.28,89.90,95.81,71.84,0.00,39.72,47.14,0.00,0.00
VNG_0237H,13035.04,12213.93,10754.56,10699.61,7838.98,9242.79,2011.71,4449.02,3151.70,1325.20,1254.53,1159.18,0.00,0.00,0.00,0.00,0.00,516.37,0.00,0.00,0.00,1016.21,0.00,0.00
VNG_0238H,154.28,127.34,106.55,214.14,188.02,175.94,185.63,320.38,280.33,108.13,116.14,93.47,2843.45,2307.37,2204.30,2269.55,3108.28,2795.16,620.94,326.95,1201.51,1018.68,1274.40,4748.82
VNG_0239C,2566.31,2438.50,2312.56,1845.92,1771.43,2118.70,613.60,1060.77,754.76,351.28,367.59,334.69,0.00,0.00,0.00,0.00,0.00,35.58,0.00,0.00,0.00,0.00,0.00,0.00
VNG_0240C,44.75,35.18,37.44,25.81,25.19,25.12,32.32,17.45,21.55,22.08,20.87,25.38,34.40,86.39,68.09,111.53,50.92,113.96,146.47,115.68,175.45,224.27,116.91,280.05
VNG_0243C,15.55,13.74,15.17,11.77,11.42,11.66,19.71,9.69,9.55,4.90,6.40,7.77,5.88,20.68,33.87,3.81,10.45,38.97,0.00,4.40,13.84,10.96,22.84,31.92
VNG_0244H,15.37,12.35,12.24,22.19,19.32,18.27,41.38,44.35,35.23,19.46,22.20,17.00,43.36,54.46,85.84,70.31,89.87,92.36,92.33,81.03,51.04,20.20,84.22,117.69
VNG_0245G,86.74,80.06,70.72,60.44,59.30,51.85,39.84,50.46,47.81,35.04,29.09,26.71,23.19,29.13,8.35,15.04,82.40,43.91,32.92,17.34,18.20,0.00,0.00,0.00
VNG_0247C,35.46,28.88,27.36,28.27,23.57,21.45,28.89,30.15,25.06,16.14,17.51,16.16,469.21,267.56,447.31,1332.30,720.85,1620.60,54.00,56.87,79.61,11.81,0.00,34.42
VNG_0248C,130.01,76.79,109.06,208.37,235.23,213.41,32.88,35.42,20.07,13.64,21.71,18.43,191.02,151.93,91.67,185.82,94.25,113.01,90.38,95.18,87.44,59.31,77.29,172.80
VNG_0249G,126.01,79.61,107.28,232.06,232.11,235.78,31.76,31.90,17.70,12.54,19.36,17.87,185.08,129.35,108.61,117.42,97.68,114.26,34.27,42.10,110.51,22.49,15.63,0.00
VNG_0250C,52.44,59.43,53.81,45.63,49.40,51.13,63.99,41.19,47.44,21.61,24.03,26.54,0.00,16.43,29.43,10.60,0.00,30.96,0.00,0.00,0.00,0.00,0.00,0.00
VNG_0251C,26.66,25.71,21.02,12.38,17.08,17.87,13.80,8.99,8.86,6.03,8.55,9.51,0.00,0.00,0.00,9.11,0.00,0.00,19.94,0.00,11.03,0.00,0.00,0.00
VNG_0252C,95.25,93.67,66.96,62.41,64.89,62.12,59.66,57.81,53.41,30.70,31.00,38.65,80.45,28.29,57.91,52.17,76.21,30.46,45.68,24.05,37.88,29.97,31.25,0.00
VNG_0254G,351.24,437.06,349.14,394.86,457.29,297.94,802.08,853.02,974.93,918.04,847.47,1137.51,23.29,14.63,20.96,15.10,13.79,22.05,16.53,0.00,9.14,10.85,22.62,0.00
VNG_0255C,85.97,76.04,67.60,57.58,65.07,55.11,45.61,31.21,22.63,11.14,15.19,12.27,44.99,79.11,72.87,72.95,39.96,149.07,31.93,16.81,52.96,0.00,87.39,0.00
VNG_0256H,83.21,79.03,76.24,56.84,78.99,61.45,54.79,37.11,28.45,13.76,22.33,15.70,51.14,237.64,156.47,348.25,242.26,290.48,36.30,38.22,100.34,47.64,124.16,0.00
VNG_0258H,4760.60,4681.19,5417.89,5556.93,4996.11,5079.68,4060.90,7058.71,6445.87,6844.09,6937.25,7039.18,535.43,418.39,685.20,501.56,493.17,394.21,337.78,88.93,46.69,166.24,0.00,161.46
VNG_0259G,1625.74,1679.47,1570.12,1373.57,1372.77,1535.42,754.08,993.12,790.87,223.37,241.67,219.00,26.95,94.78,58.21,34.96,0.00,38.27,76.52,0.00,42.30,0.00,0.00,0.00
VNG_0261H,953.25,1041.83,1208.74,844.12,1006.77,1248.70,3260.49,2175.77,3850.92,2122.44,2726.50,2625.50,1258.76,316.16,0.00,408.16,0.00,297.89,0.00,0.00,0.00,0.00,0.00,0.00
VNG_0262C,35.06,30.76,34.16,41.71,47.97,39.34,124.90,190.47,178.62,120.06,149.90,97.78,49.07,49.30,70.64,63.64,46.48,46.45,0.00,58.67,53.91,63.98,38.12,26.63
VNG_0264H,148.03,136.78,122.88,149.17,152.60,118.75,149.90,199.58,157.75,94.51,93.86,76.18,279.16,336.95,373.99,432.48,385.68,532.18,319.20,272.39,462.47,296.14,112.95,526.12
VNG_0265G,116.45,108.71,105.20,139.34,136.94,120.06,233.14,241.81,229.07,178.19,158.83,145.98,72.00,80.08,48.12,46.69,85.26,87.63,14.60,99.93,104.93,19.16,19.98,55.83
VNG_0266H,53.37,42.80,46.87,37.63,46.14,38.52,39.24,48.93,38.06,30.61,45.19,35.77,267.57,354.36,323.94,236.63,360.08,402.96,34.53,90.90,76.35,22.66,47.24,132.03
VNG_0267H,21.44,17.32,16.01,15.74,17.37,14.41,21.44,16.99,11.06,9.80,13.72,11.22,12.96,19.52,4.66,0.00,7.67,6.13,36.78,9.68,10.17,24.14,0.00,70.32
VNG_0268C,33.31,28.96,35.24,27.20,26.62,26.14,45.03,37.28,29.34,25.53,36.31,31.37,10.11,30.48,14.56,26.23,29.94,38.29,0.00,7.56,15.87,0.00,19.64,54.88
VNG_0270C,86.40,80.22,67.01,56.42,58.11,37.92,39.05,69.21,33.09,11.63,16.82,11.93,37.57,100.65,58.59,105.57,66.73,53.34,71.10,65.51,117.92,34.99,133.76,169.92
VNG_0271C,19.50,15.08,16.94,10.01,10.79,8.58,16.38,7.86,4.77,3.41,4.17,4.52,10.04,7.57,10.84,26.05,5.95,14.26,14.26,22.52,0.00,28.07,19.51,54.52
VNG_0272H,39.06,39.64,41.34,23.91,32.12,25.15,32.53,18.88,16.88,6.91,10.19,10.46,0.00,8.44,24.19,21.80,19.90,31.82,0.00,25.12,52.75,0.00,32.64,0.00
VNG_0274C,65.23,52.27,52.64,52.20,57.70,47.99,73.60,112.42,104.63,123.37,158.11,124.00,44.33,50.10,63.82,14.37,78.74,10.49,31.46,33.13,0.00,41.29,64.57,60.15
VNG_0277G,14.98,12.94,11.48,12.92,13.46,10.60,36.71,35.16,28.04,25.37,34.01,26.84,44.11,61.73,63.51,81.73,130.60,119.30,178.90,113.04,173.08,70.44,24.48,85.51
VNG_0280H,7.27,5.89,6.27,12.25,11.90,12.24,31.35,48.21,39.66,15.59,33.45,19.82,263.37,255.58,180.97,201.86,191.39,164.32,118.95,89.47,159.71,289.93,81.38,259.92
VNG_0281G,20.62,15.74,17.36,15.84,19.33,12.77,20.95,28.92,14.58,4.84,8.98,5.93,419.22,465.26,568.46,518.45,583.04,549.11,345.96,364.33,520.24,326.92,132.54,476.26
VNG_0282H,195.98,172.51,168.78,164.23,168.82,159.09,309.18,348.22,203.86,255.45,285.58,233.73,1258.76,790.40,226.53,408.16,745.33,1191.55,0.00,940.78,987.79,0.00,0.00,0.00
VNG_0283C,197.42,173.58,175.62,214.53,205.90,163.97,303.35,401.43,296.31,344.20,332.55,343.75,613.53,597.13,345.04,746.02,726.56,490.02,381.00,372.57,210.64,35.72,0.00,0.00
VNG_0284C,69.60,65.74,67.00,49.89,50.45,54.62,43.09,32.17,32.21,37.17,37.01,35.88,36.06,31.70,36.78,35.08,35.59,8.53,17.06,26.95,14.15,22.39,40.86,32.62
VNG_0285C,980.42,1120.66,1072.12,1464.14,1366.62,1562.83,1099.51,1124.68,1139.85,381.12,378.55,396.55,0.00,11.91,17.07,0.00,0.00,22.45,0.00,35.45,0.00,0.00,0.00,0.00
VNG_0286C,531.43,542.34,534.95,734.87,701.16,776.45,718.96,905.33,864.96,355.47,426.26,351.23,131.77,196.22,179.55,213.64,133.75,302.93,106.88,168.83,169.88,87.67,91.40,76.63
VNG_0287H,479.69,402.62,481.05,436.41,317.84,272.65,288.48,563.91,390.54,222.54,242.60,239.88,75274.55,53729.02,58039.76,54130.37,63460.59,65050.62,41870.53,32498.24,47068.08,6105.85,7320.38,10970.46
VNG_0289H,28.69,24.86,21.79,16.93,19.91,18.15,40.96,28.84,33.85,67.26,75.27,78.27,19.43,73.21,20.98,25.20,34.52,55.18,0.00,43.57,15.25,18.10,0.00,0.00
VNG_0291H,14.44,12.81,14.05,11.34,12.79,12.51,54.24,57.95,89.16,316.61,381.96,305.29,30.85,34.87,55.52,80.03,18.27,73.01,0.00,11.53,12.11,14.37,14.98,0.00
VNG_0293H,133.14,121.73,136.66,184.05,140.93,132.38,540.68,889.55,1381.44,5576.88,5500.73,5181.28,232.45,321.11,250.99,150.74,619.36,110.02,0.00,86.86,273.61,0.00,0.00,0.00
VNG_0294G,381.52,272.28,174.69,195.48,183.32,134.83,40.17,60.13,42.36,28.29,22.62,23.53,55.40,13.92,29.91,17.96,98.41,26.22,0.00,0.00,65.21,0.00,0.00,0.00
VNG_0296H,38.70,31.48,27.78,23.00,24.87,21.86,26.93,27.01,23.26,12.53,15.97,14.44,62.61,179.28,121.69,138.06,103.81,100.76,53.32,121.67,88.44,34.99,36.48,67.97
VNG_0297H,29.12,26.69,24.94,24.12,25.59,23.15,24.05,33.13,25.88,13.20,16.79,13.68,116.22,54.73,67.97,75.37,8.60,96.26,61.86,43.43,91.20,54.13,14.11,39.43
VNG_0298H,7.60,7.38,6.98,7.81,8.29,8.25,16.25,19.87,12.91,4.10,9.62,8.48,0.00,27.83,15.95,0.00,0.00,10.49,0.00,0.00,0.00,20.64,0.00,0.00
VNG_0300C,16.64,14.49,13.83,12.57,13.42,13.16,16.37,24.39,18.16,7.17,10.46,7.85,0.00,8.69,6.23,33.65,10.24,0.00,0.00,12.93,27.15,0.00,0.00,0.00
VNG_0301C,129.93,115.27,80.48,62.49,67.88,59.95,47.19,23.25,24.94,14.98,14.08,20.44,53.91,13.54,9.70,52.44,15.96,12.76,0.00,0.00,21.15,50.21,26.17,146.29
VNG_0303G,762.66,839.46,704.77,625.04,649.10,376.87,624.17,1089.76,874.60,1184.22,1109.02,1077.43,9.41,138.31,28.80,30.52,16.72,28.96,20.04,17.59,18.47,39.46,31.99,63.87
VNG_0305G,5.28,4.82,3.39,3.16,5.32,4.21,16.41,2.60,2.96,2.18,3.36,3.86,80.88,48.76,58.22,62.94,38.31,130.16,160.73,36.27,101.55,150.67,235.62,351.20
VNG_0306C,14.47,16.57,13.17,12.72,14.16,12.07,59.55,15.49,19.84,11.83,11.66,15.48,251.64,421.36,402.54,308.25,298.00,172.04,119.06,271.66,416.88,286.48,271.51,531.16
VNG_0307G,10.67,9.77,9.74,9.55,10.21,10.38,19.42,10.68,7.95,3.32,3.72,5.59,24.67,37.18,53.27,42.66,14.61,27.24,46.69,30.73,38.72,45.96,31.94,66.95
VNG_0308G,7.44,6.69,7.53,6.84,6.36,7.45,11.95,8.51,7.42,2.71,3.75,4.60,21.68,70.80,7.80,0.00,12.84,20.52,30.78,0.00,0.00,20.20,63.17,0.00
VNG_0309C,101.24,104.32,88.29,68.69,85.62,82.41,96.52,50.65,52.85,114.87,128.39,128.44,751.92,721.45,552.10,331.59,320.56,334.54,42.69,101.16,59.01,42.02,87.62,408.13
VNG_0310C,145.98,109.73,92.15,76.66,89.41,68.71,74.18,88.48,50.95,73.98,78.92,63.23,363.64,515.23,399.36,453.52,309.18,295.68,105.88,181.19,263.41,104.22,63.38,75.91
VNG_0311H,242.00,195.71,156.42,138.16,136.96,122.45,54.11,79.91,62.62,79.36,72.13,66.21,178.48,78.45,64.24,173.62,26.42,168.95,63.34,33.35,35.01,83.12,43.33,242.19
VNG_0312H,382.98,354.52,265.73,271.80,216.11,193.75,152.90,209.77,186.00,101.16,91.21,85.32,2441.74,2168.42,2291.27,1809.72,2633.41,1527.16,1732.95,2476.70,1300.23,2436.85,2032.39,2603.33
VNG_0314G,29.28,24.78,23.26,23.86,21.91,23.21,19.44,25.52,26.17,9.34,13.43,10.63,46.39,34.95,41.74,45.13,0.00,21.96,32.92,34.67,36.40,64.81,22.52,62.95
VNG_0315G,516.37,494.77,483.26,429.71,347.60,459.63,209.83,275.19,175.07,65.50,73.73,67.07,189.27,62.40,102.19,53.70,105.07,72.79,83.96,123.78,148.53,77.13,149.34,128.42
VNG_0316C,24.11,21.69,21.08,19.25,21.49,19.17,44.52,28.54,26.78,19.67,27.90,21.79,140.00,202.19,138.57,90.79,134.70,240.20,49.68,65.40,192.26,32.60,67.97,142.48
VNG_0318G,13.54,10.74,10.27,8.27,8.10,7.56,9.75,5.42,6.98,6.71,6.85,7.51,27.31,20.58,21.63,14.17,6.47,25.85,23.26,12.25,25.72,5.09,15.91,14.82
VNG_0319H,50.50,49.27,48.20,42.33,52.71,38.39,200.46,106.93,123.68,104.76,118.90,155.00,1266.82,994.33,683.94,410.78,281.29,524.65,449.54,473.41,621.33,147.50,153.77,859.51
VNG_0320H,124.01,104.46,96.61,94.28,92.00,97.24,116.00,180.23,198.10,214.13,218.94,216.32,109.20,71.31,7.86,70.82,38.80,20.67,124.00,32.65,68.56,40.69,42.42,177.82
VNG_0321G,208.15,219.48,185.58,379.25,379.59,271.32,1140.15,1468.40,1467.37,576.93,565.24,454.49,1028.30,719.49,984.75,774.04,581.69,934.29,1198.96,1104.78,2788.28,1488.05,1845.55,3612.96
VNG_0322H,94.91,92.99,81.81,95.13,88.74,69.59,97.25,119.20,139.67,144.88,124.72,133.19,0.00,21.89,20.91,0.00,17.20,13.75,0.00,0.00,22.79,0.00,28.20,0.00
VNG_0323H,255.81,220.53,172.83,313.28,392.90,217.22,206.81,341.01,228.77,155.67,216.51,195.02,878.26,110.30,316.11,0.00,0.00,207.84,623.32,0.00,344.60,409.03,0.00,0.00
